編號,車位類別,車位價格,車位面積平方公尺
RPTNMLRLNHMFFBB38CA,坡道平面,0,
RPQQMLOJNHMFFCB97CA,坡道機械,0,
RPUQMLPJNHMFFCB48CA,坡道機械,0,
RPRSMLOJNHMFFCB28CA,升降機械,0,
RPVUMLPJNHMFFCB98CA,坡道平面,0,32.11
RPPOMLSJNHMFFHL96CA,坡道平面,1200000,28.65
RPQOMLSJNHMFFHL07CA,坡道平面,1100000,28.65
RPROMLSJNHMFFHL17CA,坡道平面,1000000,28.65
RPROMLSJNHMFFHL17CA,坡道平面,1000000,28.65
RPSOMLSJNHMFFHL27CA,坡道平面,1200000,28.65
RPSOMLSJNHMFFHL27CA,坡道平面,1200000,28.65
RPQOMLMKNHMFFFL98CA,一樓平面,0,
RPTNMLRKNHMFFFL07CA,坡道平面,0,33.24
RPTNMLRKNHMFFFL07CA,坡道平面,0,24.80
RPTNMLRKNHMFFFL07CA,坡道平面,0,24.80
RPWNMLLKNHMFFGL86CA,坡道機械,850000,17.18
RPRNMLQJNHMFFGL76CA,坡道平面,0,
RPRNMLTKNHMFFAB38EA,坡道平面,0,
RPTOMLQLNHMFFGL27CA,坡道平面,1000000,33.01
RPROMLLMNHMFFGL66CA,坡道平面,0,15.11
RPROMLLMNHMFFGL66CA,坡道平面,0,15.11
RPUPMLSKNHMFFGL57CA,坡道平面,0,15.09
RPOOMLSJNHMFFGL76CA,坡道平面,0,31.54
RPTNMLSJNHMFFGL17CA,坡道機械,500000,7.46
RPVNMLMKNHMFFGL86CA,坡道平面,0,
RPPNMLRLNHMFFFL76CA,坡道機械,0,22.50
RPWNMLPKNHMFFFL17CA,坡道平面,1000000,26.50
RPXOMLTJNHMFFHL87CA,坡道平面,0,32.62
RPXOMLTJNHMFFHL87CA,坡道平面,0,34.66
RPPPMLTJNHMFFCB28CA,坡道平面,1300000,33.08
RPPPMLTJNHMFFCB28CA,坡道平面,1300000,33.08
RPQPMLTJNHMFFCB38CA,坡道平面,1300000,33.08
RPQPMLTJNHMFFCB38CA,坡道平面,1300000,33.08
RPUOMLSJNHMFFCB58CA,坡道平面,1500000,31.41
RPWNMLMJOHMFFBB08CA,坡道平面,1200000,20.00
RPQNMLRKNHMFFBB97CA,坡道平面,1250000,27.41
RPOPMLKKNHMFFBB27CA,塔式車位,0,
RPQQMLSJNHMFFBB28CA,坡道平面,0,24.76
RPQQMLSJNHMFFBB28CA,坡道平面,0,24.76
RPRPMLSJNHMFFBB28CA,坡道機械,600000,15.77
RPPQMLTJNHMFFBB28CA,坡道平面,1450000,32.26
RPQQMLTJNHMFFBB38CA,坡道機械,0,24.44
RPQQMLTJNHMFFBB38CA,坡道機械,0,24.44
RPRQMLTJNHMFFBB48CA,坡道機械,0,24.44
RPRQMLTJNHMFFBB48CA,坡道機械,0,24.44
RPTQMLTJNHMFFBB68CA,坡道機械,0,24.44
RPTQMLTJNHMFFBB68CA,坡道機械,0,24.44
RPUQMLTJNHMFFBB78CA,坡道機械,850000,24.44
RPVQMLTJNHMFFBB88CA,坡道平面,1400000,32.26
RPVPMLPJNHMFFBB38CA,坡道機械,0,11.55
RPPNMLMJOHMFFAB27CA,坡道平面,0,
RPRNMLLJOHMFFAB37CA,坡道機械,0,
RPXQMLQKNHMFFAB78CA,坡道平面,0,
RPPPMLTJNHMFFAB08CA,坡道平面,0,23.83
RPPPMLTJNHMFFAB08CA,坡道平面,0,23.83
RPUPMLLJOHMFFCB08CA,坡道平面,1600000,37.71
RPWPMLLJOHMFFCB28CA,坡道平面,1300000,37.71
RPUSMLMJOHMFFCB48CA,坡道平面,0,19.49
RPUSMLMJOHMFFCB48CA,坡道平面,0,19.49
RPUSMLMJOHMFFCB48CA,坡道平面,0,19.49
RPWSMLMJOHMFFCB68CA,坡道平面,0,19.49
RPWSMLMJOHMFFCB68CA,坡道平面,0,19.49
RPXSMLMJOHMFFCB78CA,坡道平面,0,19.49
RPXSMLMJOHMFFCB78CA,坡道平面,0,19.49
RPXSMLMJOHMFFCB78CA,坡道平面,0,23.04
RPOTMLMJOHMFFCB97CA,坡道平面,0,19.49
RPOTMLMJOHMFFCB97CA,坡道平面,0,19.49
SPOTMLMJOHMFFCB08CA,坡道平面,0,19.49
SPOTMLMJOHMFFCB08CA,坡道平面,0,19.49
RPVPMLLMNHMFFCB38CA,坡道平面,1350000,29.75
RPVPMLLMNHMFFCB38CA,坡道平面,1350000,29.75
